hub,degree_centrality,betweenness_centrality,in_degree,out_degree,clustering_coefficient,source_delay,destination_delay,source_sla_breaches,destination_sla_breaches,total_delay_contribution,total_sla_breaches,norm_betweenness,norm_degree,norm_delay,norm_sla,bottleneck_score
Amreli_Rajula_DC (Gujarat),0.0018292682926829267,0.00041183648566198904,2,1,0.0,887.0,968.0,22.0,26.0,1855.0,48.0,0.001728078227150966,0.02197802197802198,0.00021868018927087552,0.0012865528424776864,0.006346985847697705
Bhavnagar_Mahuva_DC (Gujarat),0.0012195121951219512,0.0,1,1,0.0,54.0,887.0,2.0,22.0,941.0,24.0,0.0,0.010989010989010988,0.00015765005400566017,0.0006432764212388432,0.0028831567239399883
Amritsar_DPC (Punjab),0.0024390243902439024,0.0,3,1,1.0,3600.0,13801.0,76.0,185.0,17401.0,261.0,0.0,0.03296703296703296,0.0012567266693945488,0.006995631080972419,0.00960528457125274
Jalandhar_DPC (Punjab),0.006097560975609756,0.0036656051429336746,5,5,0.26666666666666666,7185.0,12645.0,160.0,268.0,19830.0,428.0,0.015380988954036556,0.0989010989010989,0.001418917258627818,0.011471762845426036,0.03218411460065838
Amroha_SamitiRd_D (Uttar Pradesh),0.0012195121951219512,0.007605395913629667,1,1,0.0,8873.0,1053.0,123.0,39.0,9926.0,162.0,0.03191246901323143,0.010989010989010988,0.00075760165724194,0.004342115843362191,0.01475733469269856
Sonipat_Kundli_H (Haryana),0.02378048780487805,0.04689801931576363,20,19,0.03908045977011494,86616.0,492049.0,1460.0,2555.0,578665.0,4015.0,0.19678549350916963,0.41758241758241754,0.03873377025746437,0.1076147846364148,0.19909618738364207
Anakapalle_Kothuru_D (Andhra Pradesh),0.0024390243902439024,0.00041034836827928987,2,2,1.0,814.0,257.0,26.0,18.0,1071.0,44.0,0.0017218340420483427,0.03296703296703296,0.0001663304889996186,0.0011793401056045458,0.009062883794565746
Narsiptnm_Wardno8_D (Andhra Pradesh),0.0018292682926829267,0.0004062560454768672,1,2,1.0,1531.0,646.0,30.0,25.0,2177.0,55.0,0.0017046625330161289,0.02197802197802198,0.00024018095902514174,0.0014741751320056823,0.006372308890618277
Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),0.012804878048780487,0.018859655649637642,10,11,0.054945054945054944,87354.0,66765.0,707.0,677.0,154119.0,1384.0,0.0791356798980949,0.21978021978021978,0.010385739834809986,0.037095606958106625,0.09080331891180665
Anand_VUNagar_DC (Gujarat),0.0012195121951219512,0.00041034836827928987,1,1,1.0,858.0,39.0,49.0,1.0,897.0,50.0,0.0017218340420483427,0.010989010989010988,0.00015471206062308963,0.0013401592109142566,0.003589596558762578
Khambhat_MotvdDPP_D (Gujarat),0.0012195121951219512,0.0004062560454768672,1,1,1.0,1689.0,858.0,68.0,49.0,2547.0,117.0,0.0017046625330161289,0.010989010989010988,0.0002648868124694849,0.0031359725535393605,0.0038805022199566675
Nadiad_DC (Gujarat),0.0012195121951219512,0.0,1,1,1.0,623.0,406.0,42.0,29.0,1029.0,71.0,0.0,0.010989010989010988,0.00016352604077080125,0.0019030260794982443,0.003073588169370184
Umreth_Dakor_DC (Gujarat),0.0018292682926829267,0.0004062560454768672,2,1,1.0,804.0,666.0,42.0,45.0,1470.0,87.0,0.0017046625330161289,0.02197802197802198,0.00019297274717338324,0.0023318770269908063,0.006489162121903106
Vadodara_Karelibaug_DPC (Gujarat),0.00548780487804878,0.006633283233381449,5,4,0.26666666666666666,11220.0,120757.0,219.0,432.0,131977.0,651.0,0.02783345509494284,0.0879120879120879,0.008907261437608237,0.01744887292610362,0.036563877559569566
Anandnagar_LohiaDPP_D (Uttar Pradesh),0.0018292682926829267,5.208410839447016e-06,1,2,0.0,262.0,648.0,8.0,21.0,910.0,29.0,2.1854647859181142e-05,0.02197802197802198,0.00015558010412248548,0.0007772923423302688,0.00565764349863637
Gorakhpur_Matriprm_IP (Uttar Pradesh),0.007317073170731707,0.006163410169794194,6,6,0.0,19588.0,22062.0,223.0,196.0,41650.0,419.0,0.02586185364878957,0.12087912087912088,0.0028758948860753,0.01123053418746147,0.04167498284649461
Maharajganj_PakriDPP_D (Uttar Pradesh),0.0012195121951219512,0.0,1,1,0.0,196.0,14.0,4.0,3.0,210.0,7.0,0.0,0.010989010989010988,0.00010883930030886322,0.00018762228952799593,0.0028026059157591626
AnandprShb_PnjPiara_D (Punjab),0.0012195121951219512,0.0004062560454768672,1,1,0.0,3177.0,767.0,72.0,38.0,3944.0,110.0,0.0017046625330161289,0.010989010989010988,0.0003581681023660996,0.0029483502640113646,0.0038756791990016215
Chandigarh_Mehmdpur_H (Punjab),0.03719512195121951,0.05356255301418176,32,29,0.03433001107419712,303686.0,270455.0,2359.0,2569.0,574141.0,4928.0,0.22475007649126755,0.6593406593406593,0.038431691119674614,0.13208609182770914,0.2729185281611835
Anantapur_KamaStrt_I (Andhra Pradesh),0.007317073170731707,0.012959270227235524,6,6,0.08888888888888889,32882.0,21810.0,393.0,362.0,54692.0,755.0,0.05437748596619399,0.12087912087912088,0.003746742833699959,0.020236404084805273,0.0532240466290939
Dharmavram_SaiNgr_D (Andhra Pradesh),0.0018292682926829267,0.0028623937856218098,1,2,0.3333333333333333,582.0,947.0,29.0,26.0,1529.0,55.0,0.012010690044895692,0.02197802197802198,0.00019691232920910284,0.0014741751320056823,0.009968601362322116
Gooty_StatonRd_D (Andhra Pradesh),0.0012195121951219512,0.0,1,1,1.0,1098.0,1249.0,35.0,49.0,2347.0,84.0,0.0,0.010989010989010988,0.00025153229709416427,0.002251467474335951,0.003147855942676681
Guntakal_Verpatem_D (Andhra Pradesh),0.0024390243902439024,0.0012258366939984226,2,2,0.5,2613.0,1472.0,66.0,41.0,4085.0,107.0,0.005143647478285847,0.03296703296703296,0.00036758303570570065,0.002867940711356509,0.010564121724788187
Hyderabad_Shamshbd_H (Telangana),0.03475609756097561,0.09024353040967871,30,27,0.042682926829268296,689715.0,1344921.0,3285.0,4982.0,2034636.0,8267.0,0.37866455613210204,0.6153846153846155,0.1359527057850692,0.22158192393256318,0.3536042135285413
Tadipatri_CBRoad_D (Andhra Pradesh),0.0012195121951219512,0.0012299290168008453,1,1,0.0,249.0,259.0,6.0,6.0,508.0,12.0,0.005160818987318061,0.010989010989010988,0.00012873752821809098,0.0003216382106194216,0.004633969506461505
Angamaly_CivilStn_D (Kerala),0.0006097560975609756,0.0,0,1,0.0,161.0,0.0,16.0,0.0,161.0,16.0,0.0,0.0,0.00010556744404190966,0.0004288509474925621,9.071950313436173e-05
Chalakudy_SurbhiTh_D (Kerala),0.0018292682926829267,0.0004073721335138916,1,2,0.3333333333333333,267.0,161.0,24.0,16.0,428.0,40.0,0.0017093456718430965,0.02197802197802198,0.00012339572206796273,0.0010721273687314052,0.006284444515477281
Angul_Central_I_2 (Orissa),0.0012195121951219512,1.860146728373934e-06,1,1,0.0,677.0,792.0,14.0,7.0,1469.0,21.0,7.805231378278979e-06,0.010989010989010988,0.00019290597459650666,0.0005628668685839878,0.0028826411021718695
Sonepur_BrezeDPP_D (Orissa),0.0024390243902439024,5.952469530796589e-06,2,2,0.0,717.0,911.0,14.0,23.0,1628.0,37.0,2.4976740410492733e-05,0.03296703296703296,0.00020352281431988657,0.00099171781607655,0.008450138476893366
Anjar_DC (Gujarat),0.0018292682926829267,0.0,1,2,1.0,1101.0,1214.0,32.0,10.0,2315.0,42.0,0.0,0.02197802197802198,0.000249395574634113,0.0011257337371679756,0.00572571444873922
Bhuj_DC (Gujarat),0.003048780487804878,0.0008143722376821083,2,3,0.3333333333333333,2064.0,1614.0,28.0,32.0,3678.0,60.0,0.0034171302974105367,0.04395604395604395,0.00034040659691692314,0.0016081910530971078,0.012511336900298473
Nakhatrana_ClgRDDPP_D (Gujarat),0.0018292682926829267,0.0,2,1,1.0,735.0,584.0,4.0,19.0,1319.0,23.0,0.0,0.02197802197802198,0.00018289008806501617,0.000616473237020558,0.005632699002074832
Ankola_Kakrmath_D (Karnataka),0.003048780487804878,0.0017604428637330912,3,2,0.3333333333333333,3225.0,548.0,48.0,21.0,3773.0,69.0,0.007386870976403225,0.04395604395604395,0.00034674999172020046,0.001849419711061674,0.013938516285341417
Goa_Hub (Goa),0.006097560975609756,0.0062411643030402236,4,6,0.1388888888888889,38725.0,110348.0,310.0,480.0,149073.0,790.0,0.02618811232040163,0.0989010989010989,0.010048805411890646,0.021174515532445252,0.039579492720254746
Honnavar_Prbhtngr_D (Karnataka),0.003048780487804878,0.0007280614294855578,2,3,0.3333333333333333,321.0,256.0,12.0,11.0,577.0,23.0,0.0030549675614583924,0.04395604395604395,0.0001333448360225766,0.000616473237020558,0.012184056830080154
Anpara_Parasi_D (Uttar Pradesh),0.0012195121951219512,2.9762347653982946e-06,1,1,0.0,121.0,399.0,7.0,14.0,520.0,21.0,1.2488370205246366e-05,0.010989010989010988,0.00012953879914061022,0.0005628668685839878,0.002868438406897334
Singrauli_Waidhan_D (Madhya Pradesh),0.0012195121951219512,3.3482641110730813e-06,1,1,0.0,229.0,121.0,7.0,7.0,350.0,14.0,1.4049416480902161e-05,0.010989010989010988,0.00011818746107158767,0.00037524457905599185,0.0028380035951473584
Anthiyour_TherSRT_D (Tamil Nadu),0.0012195121951219512,1.1532909715918392e-05,1,1,0.0,1781.0,27.0,67.0,1.0,1808.0,68.0,4.839243454532967e-05,0.010989010989010988,0.00021554187815767513,0.001822616526843389,0.0030914680479095396
Coimbatore_Karayam_H (Tamil Nadu),0.009146341463414634,9.523951249274543e-05,7,8,0.06060606060606061,12255.0,10502.0,300.0,256.0,22757.0,556.0,0.0003996278465678837,0.15384615384615385,0.0016143605911456357,0.014902570425366532,0.041240383919428615
Anupgarh_PrmNrDPP_D (Rajasthan),0.0018292682926829267,0.0016268843286358428,2,1,0.3333333333333333,288.0,383.0,12.0,25.0,671.0,37.0,0.006826455363442795,0.02197802197802198,0.0001396214582489773,0.00099171781607655,0.0080674279086842
RaisingNgr_BisnolDPP_D (Rajasthan),0.0012195121951219512,0.0016227920058334202,1,1,0.0,5484.0,288.0,78.0,12.0,5772.0,90.0,0.0068092838544105815,0.010989010989010988,0.0004802283728965303,0.002412286579645662,0.005612402176467432
Anuppur_JthriDPP_DC (Madhya Pradesh),0.0012195121951219512,0.0,1,1,1.0,-5.0,25.0,0.0,4.0,20.0,4.0,0.0,0.010989010989010988,9.615251070230862e-05,0.00010721273687314052,0.0027873727854592955
Dola_ChainDPP_D (Madhya Pradesh),0.0018292682926829267,0.0016227920058334202,2,1,0.3333333333333333,3868.0,590.0,28.0,8.0,4458.0,36.0,0.0068092838544105815,0.02197802197802198,0.00039248920688067366,0.0009649146318582647,0.008120614340048106
Anupshahar_DcntCLY_D (Uttar Pradesh),0.0018292682926829267,7.440586913495736e-06,2,1,0.3333333333333333,13748.0,958.0,99.0,39.0,14706.0,138.0,3.1220925513115917e-05,0.02197802197802198,0.0010767745747121032,0.003698839422123348,0.006329452375431614
Noida_Sec 02_DPC (Uttar Pradesh),0.006707317073170732,0.0016559026175984762,8,3,0.1388888888888889,1557.0,17772.0,55.0,252.0,19329.0,307.0,0.006948216972943947,0.10989010989010989,0.0013854641976126399,0.008228577555013536,0.031485056095713046
Aonla_KdidmCLY_D (Uttar Pradesh),0.0018292682926829267,0.00041034836827928987,1,2,0.3333333333333333,1299.0,-556.0,22.0,0.0,743.0,22.0,0.0017218340420483427,0.02197802197802198,0.00014442908378409274,0.0005896700528022729,0.006221705188088779
Rampur_RoshnBgh_I (Uttar Pradesh),0.010365853658536586,0.014167621541987231,10,7,0.08333333333333333,5512.0,8972.0,161.0,138.0,14484.0,299.0,0.059447764269524014,0.17582417582417584,0.0010619510626454973,0.008014152081267253,0.06623037202822883
Rampur_ThanaDPP_D (Uttar Pradesh),0.0012195121951219512,1.1160880370243606e-06,1,1,0.0,37.0,106.0,3.0,3.0,143.0,6.0,4.683138826967388e-06,0.010989010989010988,0.00010436553765813081,0.0001608191053097108,0.002799106096053175
Arakkonam_HousngBd_D (Tamil Nadu),0.0012195121951219512,0.0,1,1,1.0,1438.0,1189.0,37.0,30.0,2627.0,67.0,0.0,0.010989010989010988,0.0002702286186196132,0.0017958133426251037,0.003084181903301416
MAA_Poonamallee_HB (Tamil Nadu),0.02195121951219512,0.040419872319528566,18,18,0.05928853754940711,109528.0,715244.0,1577.0,2077.0,824772.0,3654.0,0.16960299471117524,0.3846153846153846,0.05516696883483455,0.09793883513361387,0.1839974617815082
Arambag_BalibDPP_D (West Bengal),0.0024390243902439024,0.0008106519442253605,2,2,0.3333333333333333,715.0,161.0,6.0,5.0,876.0,11.0,0.0034015198346539787,0.03296703296703296,0.00015330983650868097,0.00029483502640113645,0.009514842896974473
Kolkata_Dankuni_HB (West Bengal),0.02804878048780488,0.08825428949835563,24,22,0.0392156862745098,982622.0,2778280.0,2597.0,4887.0,3760902.0,7484.0,0.37031764169617054,0.49450549450549447,0.2512199349795355,0.20059503068964593,0.3461317865683641
MirzapurWB_VidyaDPP_D (West Bengal),0.0024390243902439024,0.0004062560454768672,2,2,0.3333333333333333,1077.0,261.0,5.0,7.0,1338.0,12.0,0.0017046625330161289,0.03296703296703296,0.00018415876702567162,0.0003216382106194216,0.008932675551663216
Arani_KrthiKyn_D (Tamil Nadu),0.0018292682926829267,0.000820324707212905,1,2,0.0,497.0,663.0,18.0,28.0,1160.0,46.0,0.00344210703782103,0.02197802197802198,0.00017227324834163629,0.001232946474041116,0.006927253240934432
Polur_StationRD_D (Tamil Nadu),0.0012195121951219512,0.00041034836827928987,1,1,0.0,203.0,355.0,19.0,16.0,558.0,35.0,0.0017218340420483427,0.010989010989010988,0.00013207615706192115,0.0009381114476399796,0.0035236304183811442
Vellore_GndhiNgr_IP (Tamil Nadu),0.00548780487804878,0.003349380199110106,4,5,0.23809523809523808,5937.0,6456.0,125.0,119.0,12393.0,244.0,0.01405409961972913,0.0879120879120879,0.0009223296043965201,0.006539976949261572,0.028108535788415535
Aranthangi_HsptlRod_D (Tamil Nadu),0.0012195121951219512,2.232176074048721e-06,1,1,0.0,604.0,181.0,32.0,17.0,785.0,49.0,9.366277653934776e-06,0.010989010989010988,0.00014723353201291008,0.0013133560266959715,0.0029843427314392473
Karaikudi_Sbrmnprm_D (Tamil Nadu),0.0012195121951219512,2.232176074048721e-06,1,1,0.0,409.0,604.0,24.0,32.0,1013.0,56.0,9.366277653934776e-06,0.010989010989010988,0.0001624576795407756,0.0015009783162239674,0.003016292111750413
Araria_Wardn13_D (Bihar),0.0024390243902439024,0.0016380452090060864,2,2,0.6666666666666666,548.0,1084.0,16.0,44.0,1632.0,60.0,0.0068732867517124685,0.03296703296703296,0.00020378990462739297,0.0016081910530971078,0.010939584738979017
Purnia_Central_H_2 (Bihar),0.009146341463414634,0.018362996473161804,7,8,0.14102564102564102,487022.0,44012.0,1038.0,388.0,531034.0,1426.0,0.07705168312009443,0.15384615384615385,0.035553325648254884,0.038221340695274594,0.08005116006992642
Raniganj_Central_DPP_1 (Bihar),0.0024390243902439024,0.001228812928763821,2,2,0.5,89.0,623.0,11.0,17.0,712.0,28.0,0.005156135848491093,0.03296703296703296,0.00014235913390091802,0.0007504891581119837,0.01019456894592215
Sankaramangalam_Central_D_1 (Kerala),0.0012195121951219512,0.0012258366939984226,1,1,0.0,632.0,875.0,28.0,54.0,1507.0,82.0,0.005143647478285847,0.010989010989010988,0.0001954433325178176,0.0021978611058993806,0.004926069363667155
Ariyalur_Kmrajngr_D (Tamil Nadu),0.0012195121951219512,4.464352148097442e-06,1,1,1.0,674.0,429.0,27.0,32.0,1103.0,59.0,1.8732555307869552e-05,0.010989010989010988,0.00016846721145966987,0.0015813878688788227,0.003033134124807242
Jayamkondan_Chithbrm_D (Tamil Nadu),0.0018292682926829267,4.836381493772229e-06,1,2,0.3333333333333333,412.0,674.0,16.0,27.0,1086.0,43.0,2.0293601583525345e-05,0.02197802197802198,0.00016733207765276764,0.0011525369213862607,0.00571632181268086
Arrah_Katira_D (Bihar),0.0012195121951219512,3.720293456747868e-07,1,1,0.0,686.0,349.0,13.0,11.0,1035.0,24.0,1.5610462756557958e-06,0.010989010989010988,0.00016392667623206086,0.0006432764212388432,0.0028852722456930687
Arwal_Rozapar_D (Bihar),0.0006097560975609756,0.0,1,0,0.0,0.0,686.0,0.0,13.0,686.0,13.0,0.0,0.0,0.00014062304690212635,0.0003484413948377067,8.742197095118759e-05
Arsikere_HsnRdDPP_D (Karnataka),0.0018292682926829267,0.0,2,1,1.0,33.0,405.0,3.0,10.0,438.0,13.0,0.0,0.02197802197802198,0.00012406344783672874,0.0003484413948377067,0.005577787565690334
Tiptur_YTRd_D (Karnataka),0.003048780487804878,0.0004062560454768672,2,3,0.3333333333333333,539.0,653.0,14.0,32.0,1192.0,46.0,0.0017046625330161289,0.04395604395604395,0.00017440997080168756,0.001232946474041116,0.011814187339373223
Asangaon_Shahapur_D (Maharashtra),0.0012195121951219512,0.0004062560454768672,1,1,1.0,4233.0,698.0,61.0,26.0,4931.0,87.0,0.0017046625330161289,0.010989010989010988,0.00042407263574330696,0.0023318770269908063,0.0037996843467928395
Asansol_DC (West Bengal),0.0012195121951219512,0.00041034836827928987,1,1,0.0,308.0,367.0,6.0,10.0,675.0,16.0,0.0017218340420483427,0.010989010989010988,0.00013988854855648372,0.0004288509474925621,0.0034491944412326724
Rupnarayanpur_Salanpur_D (West Bengal),0.0012195121951219512,0.0004062560454768672,1,1,0.0,6947.0,308.0,50.0,6.0,7255.0,56.0,0.0017046625330161289,0.010989010989010988,0.0005792521044045328,0.0015009783162239674,0.00371384440734312
Ashokngr_Bypassrd_D (Madhya Pradesh),0.0012195121951219512,0.0004073721335138916,1,1,1.0,10384.0,637.0,33.0,22.0,11021.0,55.0,0.0017093456718430965,0.010989010989010988,0.0008307176289218205,0.0014741751320056823,0.003774329409429138
Guna_Raghogrh_D (Madhya Pradesh),0.0018292682926829267,0.0008143722376821083,1,2,0.3333333333333333,14633.0,10384.0,106.0,33.0,25017.0,139.0,0.0034171302974105367,0.02197802197802198,0.0017652666148867588,0.003725642606341633,0.007690664143272116
Ashta_ShantiNg_D (Madhya Pradesh),0.0012195121951219512,0.0004062560454768672,1,1,1.0,3834.0,622.0,44.0,30.0,4456.0,74.0,0.0017046625330161289,0.010989010989010988,0.00039235566172692043,0.0019834356321531,0.003739488894063087
Bhopal_Trnsport_H (Madhya Pradesh),0.012804878048780487,0.029172681141088407,12,9,0.0661764705882353,311722.0,837099.0,1411.0,2259.0,1148821.0,3670.0,0.12240944370554922,0.21978021978021978,0.07680455559912096,0.09836768608110644,0.13174465205394337
Asifabad_PaikjNGR_D (Telangana),0.0024390243902439024,0.0,2,2,1.0,2815.0,188.0,40.0,4.0,3003.0,44.0,0.0,0.03296703296703296,0.000295335107525216,0.0011793401056045458,0.008492493034480226
Karimnagar_KamnHbRD_I (Telangana),0.01097560975609756,0.010946963496480602,10,8,0.14102564102564102,3597.0,9591.0,87.0,158.0,13188.0,245.0,0.04593378666117179,0.18681318681318682,0.0009754138030134197,0.006566780133479857,0.06400899250548216
Mancherial_Hitech_D (Telangana),0.003048780487804878,1.1160880370243606e-06,3,2,1.0,894.0,1113.0,18.0,42.0,2007.0,60.0,4.683138826967388e-06,0.04395604395604395,0.0002288296209561192,0.0016081910530971078,0.011289086150804022
Asind_BsStdDPP_D (Rajasthan),0.0006097560975609756,0.0,0,1,0.0,819.0,0.0,12.0,0.0,819.0,12.0,0.0,0.0,0.00014950379962671458,0.0003216382106194216,8.562168149959189e-05
Bijainagar_Central_DPP_1 (Rajasthan),0.0024390243902439024,0.0028460244944121193,3,1,0.0,792.0,2417.0,17.0,23.0,3209.0,40.0,0.011942004008766837,0.03296703296703296,0.00030909025836179624,0.0010721273687314052,0.012659551314726791
Atapadi_Vidyangr_D (Maharashtra),0.0012195121951219512,0.00041034836827928987,1,1,1.0,288.0,633.0,14.0,36.0,921.0,50.0,0.0017218340420483427,0.010989010989010988,0.0001563146024681281,0.0013401592109142566,0.0035899971942238377
Sangola_Central_DPP_2 (Maharashtra),0.0012195121951219512,0.0004062560454768672,1,1,1.0,309.0,288.0,12.0,14.0,597.0,26.0,0.0017046625330161289,0.010989010989010988,0.00013468028756010868,0.0006968827896754134,0.0034820871241497313
Athani_VikrmMah_D (Karnataka),0.0018292682926829267,0.00041034836827928987,1,2,0.3333333333333333,1108.0,536.0,43.0,25.0,1644.0,68.0,0.0017218340420483427,0.02197802197802198,0.00020459117554991223,0.001822616526843389,0.006421687682136402
Bijapur_Central_D_2 (Karnataka),0.0018292682926829267,0.0016253962112531435,2,1,0.3333333333333333,598.0,668.0,15.0,22.0,1266.0,37.0,0.006820211178340171,0.02197802197802198,0.0001793511414905562,0.00099171781607655,0.008075174864708675
Bijapur_KirtiNgr_D (Karnataka),0.0012195121951219512,0.0,1,1,0.0,588.0,739.0,12.0,27.0,1327.0,39.0,0.0,0.010989010989010988,0.000183424268680029,0.00104532418451312,0.002949907442099722
Atmakur_IndraNgr_D (Andhra Pradesh),0.0012195121951219512,0.0008162323844104822,1,1,0.0,1548.0,537.0,28.0,24.0,2085.0,52.0,0.0034249355287888157,0.010989010989010988,0.00023403788195249425,0.0013937655793508268,0.0042135544897195796
Srisailam_Sishumdr_D (Andhra Pradesh),0.0012195121951219512,0.0008121400616080596,1,1,0.0,4098.0,1548.0,71.0,28.0,5646.0,99.0,0.003407764019756602,0.010989010989010988,0.00047181502821007826,0.002653515237610228,0.004455951196861612
Attingal_Central_D_2 (Kerala),0.0024390243902439024,1.3393056444292325e-05,2,2,0.3333333333333333,543.0,339.0,16.0,15.0,882.0,31.0,5.6197665923608646e-05,0.03296703296703296,0.00015371047196994058,0.0008308987107668391,0.008424489849439016
Kalluvathukal_Pariplly_D (Kerala),0.0018292682926829267,0.0008292534115090999,2,1,0.3333333333333333,372.0,119.0,42.0,14.0,491.0,56.0,0.0034795721484367687,0.02197802197802198,0.00012760239441118873,0.0015009783162239674,0.006969403092494756
Trivandrum_Mnanthla_H (Kerala),0.00426829268292683,0.0041094361523236955,5,2,0.0,1064.0,845.0,33.0,19.0,1909.0,52.0,0.01724331716089392,0.06593406593406594,0.0002222859084222121,0.0013937655793508268,0.022783313803837534
Attur_KaaduRd_D (Tamil Nadu),0.0012195121951219512,0.0,1,1,0.0,525.0,992.0,20.0,29.0,1517.0,49.0,0.0,0.010989010989010988,0.00019611105828658363,0.0013133560266959715,0.002993283915828789
Villupuram_Thirumtr_IP (Tamil Nadu),0.0036585365853658534,0.004884745308709951,3,3,0.0,4063.0,8103.0,107.0,197.0,12166.0,304.0,0.020496537599360598,0.054945054945054944,0.0009071722294455312,0.00814816800235868,0.022359070153755132
